# wave rel_strength element
4157.80 0.025 12CH
4158.01 0.024 12CH
4158.79 0.126 Fe
4159.18 0.049 Fe
4159.19 0.047 12CH
4160.36 0.019 Fe
4161.08 0.033 Fe
4161.21 0.083 Zr
4161.48 0.023 Fe
4161.53 0.137 Ti
4161.79 0.021 Sr
4162.47 0.031 12CH
4162.66 0.030 12CH
4163.64 0.122 Ti
4163.68 0.038 Fe
4164.28 0.054 12CH
4164.64 0.011 Ni
4165.37 0.018 Fe
4167.27 0.161 Mg
4167.39 0.038 12CH
4167.56 0.037 12CH
4167.94 0.052 Fe
4168.62 0.020 Fe
4168.94 0.030 Fe
4169.61 0.074 12CH
4169.76 0.019 Fe
4170.90 0.135 Fe
4171.48 0.012 Fe
4171.69 0.023 Fe
4171.89 0.011 Fe
4171.90 0.114 Ti
4172.12 0.127 Fe
4172.52 0.044 12CH
4172.67 0.043 12CH
4172.73 0.140 Fe
4172.96 0.010 Fe
4173.33 0.098 Fe
4173.45 0.148 Fe
4173.54 0.147 Ti
4173.92 0.146 Fe
4174.07 0.032 Ti
4174.91 0.119 Fe
4175.12 0.091 12CH
4175.64 0.133 Fe
4176.57 0.127 Fe
4177.08 0.011 Fe
4177.53 0.123 Y
4177.63 0.152 Fe
4177.84 0.051 12CH
4177.99 0.050 12CH
4178.39 0.018 V
4178.85 0.119 Fe
4180.80 0.106 12CH
4181.55 0.052 Fe
4181.75 0.100 Fe
4181.88 0.010 12CH
4181.96 0.028 Fe
4182.38 0.126 Fe
4182.76 0.029 Fe
4182.79 0.013 12CH
4183.00 0.011 Fe
4183.34 0.062 12CH
4183.43 0.020 V
4183.46 0.061 12CH
4183.99 0.060 Fe
4184.31 0.090 Ti
4184.33 0.016 12CH
4184.89 0.135 Fe
4185.59 0.011 12CH
4185.81 0.012 12CH
4186.12 0.025 Ti
4186.39 0.028 12CH
4186.62 0.130 12CH
4187.04 0.094 Fe
4187.59 0.071 Fe
4187.69 0.010 12CH
4187.79 0.093 Fe
4187.89 0.010 12CH
4188.73 0.082 Fe
4188.99 0.096 12CH
4189.56 0.028 Fe
4189.60 0.012 12CH
4189.78 0.012 12CH
4190.71 0.103 Co
4191.43 0.099 Fe
4191.68 0.116 Fe
4191.99 0.044 12CH
4192.57 0.141 12CH
4193.15 0.011 13CH
4194.49 0.019 Fe
4194.79 0.113 12CH
4195.33 0.134 Fe
4195.38 0.037 12CH
4195.62 0.055 Fe
4196.21 0.129 Fe
4196.53 0.040 Fe
4196.66 0.022 Fe
4197.10 0.011 Fe
4198.02 0.021 12CH
4198.07 0.036 Fe
4198.15 0.020 12CH
4198.26 0.147 Fe
4198.62 0.158 12CH
4198.64 0.075 Fe
4199.09 0.085 Fe
4199.10 0.044 12CH
4199.18 0.013 13CH
4199.28 0.011 Y
4199.98 0.072 Fe
4200.65 0.128 12CH
4200.92 0.114 Fe
4201.57 0.025 12CH
4201.66 0.025 12CH
4201.99 0.082 Fe
4202.07 0.082 Fe
4202.32 0.021 Fe
4202.35 0.023 V
4202.75 0.023 Fe
4203.11 0.051 12CH
4203.57 0.101 Fe
4203.97 0.169 Fe
4204.69 0.030 Y
4204.76 0.170 12CH
4205.03 0.039 V
4205.29 0.014 13CH
4205.43 0.033 12CH
4205.54 0.040 Fe
4206.60 0.156 12CH
4206.70 0.103 Fe
4207.12 0.012 13CH
4207.13 0.121 Fe
4207.39 0.058 12CH
4208.60 0.084 Fe
4208.98 0.093 Zr
4209.53 0.042 12CH
4210.36 0.138 Fe
4210.96 0.181 12CH
4211.47 0.015 13CH
4211.89 0.064 12CH
4211.91 0.050 Zr
4212.63 0.182 12CH
4213.12 0.015 13CH
4213.65 0.134 Fe
4213.86 0.056 12CH
4215.42 0.042 Fe
4215.45 0.093 Sr
4215.60 0.110 Sr
4215.97 0.021 Fe
4216.18 0.085 Fe
4216.47 0.016 Fe
4216.59 0.071 12CH
4217.23 0.188 12CH
4217.54 0.137 Fe
4217.70 0.016 13CH
4218.21 0.014 Fe
4218.38 0.068 12CH
4218.72 0.202 12CH
4219.18 0.017 13CH
4219.37 0.156 Fe
4220.34 0.102 Fe
4221.47 0.077 12CH
4222.21 0.111 Fe
4223.08 0.077 12CH
4223.53 0.185 12CH
4223.97 0.015 13CH
4224.17 0.139 Fe
4224.51 0.082 Fe
4224.86 0.217 12CH
4225.21 0.012 V
4225.28 0.019 13CH
4225.45 0.135 Fe
4225.96 0.091 Fe
4226.42 0.093 Fe
4226.49 0.080 12CH
4226.60 0.193 Ca
4226.85 0.196 Ca
4227.33 0.075 Ti
4227.43 0.096 Fe
4227.94 0.087 12CH
4228.72 0.021 Fe
4229.50 0.048 Fe
4229.75 0.065 Fe
4229.86 0.168 12CH
4230.27 0.013 13CH
4231.02 0.228 12CH
4231.42 0.020 13CH
4231.64 0.077 12CH
4232.73 0.111 Fe
4232.92 0.095 12CH
4233.16 0.106 Fe
4233.60 0.096 Fe
4234.00 0.029 Co
4235.28 0.038 Mn
4235.39 0.028 Fe
4235.73 0.039 Y
4235.94 0.092 Fe
4236.13 0.158 12CH
4236.24 0.167 12CH
4236.51 0.012 13CH
4236.62 0.012 13CH
4236.92 0.076 12CH
4237.07 0.048 Fe
4237.20 0.228 12CH
4237.57 0.019 13CH
4238.02 0.097 Fe
4238.02 0.098 12CH
4238.34 0.021 12CH
4238.81 0.132 Fe
4238.93 0.016 12CH
4239.36 0.022 Fe
4239.48 0.012 12CH
4239.83 0.135 Fe
4240.16 0.023 12CH
4240.37 0.044 Fe
4240.46 0.016 Ca
4240.60 0.020 12CH
4240.69 0.012 Fe
4241.12 0.023 Fe
4242.42 0.170 12CH
4242.60 0.156 12CH
4242.73 0.030 Fe
4242.78 0.012 13CH
4242.95 0.013 13CH
4243.38 0.203 12CH
4243.73 0.016 13CH
4243.82 0.012 Fe
4244.34 0.023 12CH
4245.06 0.028 12CH
4245.27 0.155 Fe
4246.07 0.056 Fe
4246.81 0.027 12CH
4246.82 0.081 Sc
4247.42 0.137 Fe
4247.56 0.062 12CH
4247.72 0.066 12CH
4248.05 0.030 12CH
4248.22 0.105 Fe
4248.48 0.084 12CH
4248.73 0.150 12CH
4248.94 0.160 12CH
4249.04 0.012 13CH
4249.25 0.013 13CH
4249.51 0.160 12CH
4249.63 0.188 12CH
4249.80 0.013 13CH
4249.93 0.014 13CH
4250.12 0.091 Fe
4250.87 0.143 Fe
4251.33 0.031 12CH
4252.30 0.055 Co
4252.74 0.037 12CH
4253.00 0.061 12CH
4253.21 0.065 12CH
4253.75 0.065 12CH
4253.87 0.069 12CH
4254.33 0.079 Cr
4254.99 0.163 12CH
4255.25 0.164 12CH
4255.27 0.012 13CH
4255.50 0.034 Fe
4255.52 0.013 13CH
4255.63 0.151 12CH
4255.82 0.164 12CH
4255.89 0.012 13CH
4256.10 0.014 13CH
4256.13 0.039 12CH
4256.21 0.015 Fe
4258.05 0.042 Zr
4258.31 0.139 Fe
4258.48 0.062 12CH
4258.61 0.055 Fe
4258.72 0.090 12CH
4258.95 0.022 Fe
4259.09 0.063 12CH
4259.28 0.067 12CH
4259.77 0.040 12CH
4260.11 0.108 Fe
4260.45 0.090 Fe
4260.50 0.090 Fe
4260.72 0.037 Fe
4261.22 0.151 12CH
4261.46 0.012 13CH
4261.52 0.166 12CH
4261.73 0.151 12CH
4261.76 0.014 13CH
4261.96 0.012 13CH
4261.98 0.166 12CH
4262.22 0.014 13CH
4262.61 0.024 12CH
4262.71 0.026 12CH
4263.13 0.024 Ti
4263.61 0.038 12CH
4263.97 0.061 12CH
4264.20 0.039 Fe
4264.27 0.068 12CH
4264.47 0.074 12CH
4264.71 0.075 12CH
4265.59 0.016 12CH
4265.92 0.013 Mn
4266.74 0.043 12CH
4266.90 0.026 12CH
4266.96 0.090 Fe
4267.38 0.149 12CH
4267.59 0.013 13CH
4267.76 0.272 12CH
4267.83 0.085 Fe
4267.97 0.025 13CH
4268.10 0.185 12CH
4268.30 0.014 13CH
4268.75 0.044 Fe
4269.48 0.070 12CH
4269.83 0.128 12CH
4270.17 0.073 12CH
4270.41 0.011 Co
4270.55 0.018 12CH
4271.10 0.029 12CH
4271.15 0.088 Fe
4271.41 0.060 12CH
4271.67 0.121 Fe
4271.78 0.024 12CH
4271.85 0.118 Fe
4271.91 0.027 12CH
4272.32 0.022 12CH
4272.57 0.021 12CH
4273.32 0.050 Fe
4273.46 0.158 12CH
4273.53 0.013 Zr
4273.65 0.012 13CH
4273.80 0.172 12CH
4273.86 0.076 Fe
4273.91 0.192 12CH
4273.98 0.015 13CH
4274.06 0.015 13CH
4274.18 0.164 12CH
4274.35 0.013 13CH
4274.59 0.028 Ti
4274.80 0.083 Cr
4274.95 0.058 12CH
4275.37 0.150 12CH
4275.50 0.013 13CH
4275.63 0.079 12CH
4275.69 0.018 Fe
4276.08 0.024 12CH
4276.27 0.027 12CH
4277.01 0.042 12CH
4277.23 0.039 12CH
4277.52 0.094 12CH
4278.21 0.043 Fe
4278.86 0.048 12CH
4279.05 0.048 12CH
4279.48 0.138 12CH
4279.61 0.011 13CH
4279.71 0.221 12CH
4279.83 0.020 13CH
4279.87 0.031 Fe
4280.03 0.178 12CH
4280.16 0.013 13CH
4280.22 0.166 12CH
4280.34 0.015 13CH
4280.52 0.021 Fe
4280.60 0.065 12CH
4280.78 0.084 12CH
4280.95 0.109 12CH
4281.37 0.016 Ti
4281.97 0.138 12CH
4282.07 0.011 13CH
4282.40 0.083 Fe
4282.70 0.017 Ti
4282.79 0.068 12CH
4282.97 0.067 12CH
4283.01 0.130 Ca
4284.22 0.161 12CH
4284.32 0.013 13CH
4284.41 0.012 Fe
4284.67 0.011 Ni
4284.83 0.082 12CH
4285.01 0.111 12CH
4285.38 0.153 12CH
4285.44 0.080 Fe
4285.48 0.011 13CH
4285.51 0.136 12CH
4285.61 0.011 13CH
4285.78 0.021 Co
4285.80 0.054 12CH
4286.00 0.083 Ti
4286.10 0.189 12CH
4286.21 0.015 13CH
4286.42 0.011 Fe
4286.49 0.239 12CH
4286.57 0.021 13CH
4286.90 0.096 12CH
4287.03 0.093 12CH
4287.40 0.083 Ti
4287.56 0.020 12CH
4287.87 0.142 Ti
4287.94 0.014 Fe
4287.99 0.027 Ni
4288.14 0.057 Fe
4288.73 0.205 12CH
4288.81 0.018 13CH
4288.97 0.031 Fe
4288.98 0.120 12CH
4289.07 0.054 Ti
4289.07 0.029 Fe
4289.37 0.138 Ca
4289.39 0.022 12CH
4289.72 0.082 Cr
4289.79 0.029 12CH
4289.92 0.024 Fe
4290.05 0.027 12CH
4290.22 0.111 Ti
4290.38 0.065 Fe
4290.86 0.040 Fe
4290.93 0.040 Ti
4290.97 0.293 12CH
4291.04 0.029 13CH
4291.12 0.295 12CH
4291.17 0.026 13CH
4291.46 0.119 Fe
4292.06 0.274 12CH
4292.12 0.022 13CH
4292.28 0.042 Fe
4293.09 0.358 12CH
4293.15 0.036 13CH
4294.04 0.058 Fe
4294.06 0.041 Ti
4294.15 0.021 12CH
4294.17 0.064 Fe
4294.36 0.021 12CH
4294.66 0.026 12CH
4294.77 0.107 Sc
4294.90 0.013 Fe
4295.05 0.242 12CH
4295.08 0.020 13CH
4295.20 0.265 12CH
4295.25 0.023 13CH
4295.75 0.085 Ti
4296.20 0.067 12CH
4296.56 0.039 Fe
4296.64 0.224 12CH
4296.66 0.014 13CH
4296.96 0.288 12CH
4296.98 0.025 13CH
4297.25 0.289 12CH
4297.30 0.026 13CH
4297.51 0.153 12CH
4297.77 0.041 12CH
4297.99 0.236 12CH
4298.02 0.024 13CH
4298.04 0.062 Fe
4298.17 0.093 12CH
4298.67 0.122 Ti
4298.81 0.299 12CH
4298.82 0.034 13CH
4298.99 0.121 Ca
4299.20 0.257 12CH
4299.23 0.022 13CH
4299.24 0.064 Fe
4299.50 0.087 12CH
4299.63 0.018 Fe
4299.63 0.028 Ti
4299.75 0.011 13CH
4299.83 0.164 12CH
4300.04 0.089 Ti
4300.31 0.179 12CH
4300.31 0.013 13CH
4300.54 0.065 Ti
4300.58 0.322 12CH
4300.59 0.034 13CH
4300.75 0.147 12CH
4301.08 0.109 Ti
4301.11 0.250 12CH
4301.11 0.024 13CH
4301.71 0.012 13CH
4301.79 0.135 12CH
4301.92 0.117 Ti
4302.18 0.049 Fe
4302.27 0.029 13CH
4302.27 0.306 12CH
4302.53 0.104 Ca
4302.74 0.025 13CH
4302.75 0.303 12CH
4302.90 0.018 13CH
4303.09 0.091 12CH
4303.17 0.128 Fe
4303.42 0.127 12CH
4303.66 0.013 13CH
4303.89 0.407 12CH
4303.90 0.041 13CH
4304.18 0.010 13CH
4304.38 0.210 12CH
4304.38 0.018 13CH
4304.53 0.021 Fe
4304.58 0.238 12CH
4304.58 0.022 13CH
4304.80 0.096 12CH
4305.02 0.012 13CH
4305.10 0.138 12CH
4305.38 0.022 13CH
4305.40 0.256 12CH
4305.46 0.044 Fe
4305.69 0.090 12CH
4305.72 0.108 Sc
4305.87 0.029 13CH
4305.91 0.310 12CH
4305.91 0.069 Ti
4306.12 0.019 13CH
4306.14 0.221 12CH
4306.69 0.031 13CH
4306.82 0.333 12CH
4307.28 0.017 13CH
4307.31 0.195 12CH
4307.55 0.028 13CH
4307.57 0.321 12CH
4307.74 0.100 Ca
4307.82 0.058 Fe
4307.83 0.021 Ti
4307.92 0.017 13CH
4307.95 0.205 12CH
4308.00 0.086 Fe
4308.16 0.024 13CH
4308.18 0.236 12CH
4308.35 0.171 12CH
4308.54 0.023 13CH
4308.58 0.249 12CH
4308.87 0.023 13CH
4308.91 0.239 12CH
4309.03 0.031 Fe
4309.06 0.026 13CH
4309.11 0.273 12CH
4309.34 0.024 13CH
4309.39 0.249 12CH
4309.42 0.098 Fe
4309.62 0.079 Y
4309.67 0.019 13CH
4309.68 0.240 12CH
4309.85 0.134 12CH
4310.07 0.037 13CH
4310.11 0.331 12CH
4310.41 0.024 13CH
4310.46 0.261 12CH
4310.64 0.019 13CH
4310.69 0.215 12CH
4310.97 0.232 12CH
4311.08 0.027 13CH
4311.15 0.287 12CH
4311.41 0.033 13CH
4311.47 0.335 12CH
4311.65 0.016 13CH
4311.71 0.221 12CH
4312.06 0.026 13CH
4312.12 0.287 12CH
4312.21 0.024 13CH
4312.28 0.272 12CH
4312.35 0.017 V
4312.61 0.012 13CH
4312.63 0.174 12CH
4312.85 0.099 Ti
4312.90 0.019 13CH
4313.00 0.234 12CH
4313.56 0.015 13CH
4313.63 0.184 12CH
4313.89 0.017 12CH
4314.08 0.104 Sc
4314.14 0.010 13CH
4314.22 0.133 12CH
4314.31 0.034 Fe
4314.51 0.020 12CH
4314.80 0.082 Ti
4314.81 0.036 12CH
4314.97 0.128 Ti
4315.08 0.089 Fe
4316.79 0.033 Ti
4317.30 0.017 Zr
4318.07 0.018 12CH
4318.37 0.010 12CH
4318.65 0.137 Ca
4320.73 0.113 Sc
4320.95 0.122 Ti
4321.77 0.012 12CH
4321.79 0.020 Fe
4322.79 0.011 13CH
4322.97 0.016 13CH
4323.03 0.144 12CH
4323.23 0.211 12CH
4323.28 0.014 13CH
4323.52 0.173 12CH
4323.60 0.018 13CH
4323.85 0.211 12CH
4324.41 0.112 12CH
4324.82 0.058 12CH
4325.00 0.125 Sc
4325.09 0.044 12CH
4325.35 0.060 12CH
4325.60 0.013 Ni
4325.67 0.122 Fe
4325.75 0.011 12CH
4325.86 0.127 Fe
4326.01 0.085 12CH
4326.35 0.016 Ti
4326.75 0.050 Fe
4326.90 0.044 12CH
4327.09 0.086 Fe
4327.13 0.041 12CH
4327.90 0.029 Fe
4327.98 0.040 12CH
4328.56 0.035 12CH
4328.88 0.013 12CH
4329.30 0.042 12CH
4329.97 0.037 12CH
4330.02 0.012 V
4330.24 0.032 Ti
4330.35 0.031 12CH
4330.70 0.093 Ti
4330.80 0.017 Fe
4330.94 0.011 Fe
4330.95 0.027 12CH
4331.64 0.064 Ni
4332.53 0.025 12CH
4332.82 0.016 V
4332.90 0.033 12CH
4333.38 0.011 12CH
4333.85 0.024 12CH
4334.01 0.028 12CH
4334.20 0.022 12CH
4334.72 0.038 12CH
4335.22 0.031 12CH
4336.78 0.014 12CH
4336.99 0.015 12CH
4337.05 0.089 Fe
4337.42 0.024 12CH
4337.56 0.020 12CH
4337.56 0.072 Cr
4337.91 0.105 Ti
4338.12 0.013 12CH
4338.25 0.013 12CH
4338.26 0.063 Fe
4338.40 0.020 12CH
4338.63 0.047 12CH
4338.83 0.041 12CH
4339.25 0.047 12CH
4339.44 0.047 12CH
4339.45 0.084 Cr
4339.71 0.039 Cr
4341.00 0.017 V
4341.35 0.106 Ti
4341.42 0.024 12CH
4341.69 0.026 12CH
4341.90 0.023 12CH
4342.19 0.030 12CH
4343.17 0.054 12CH
4343.25 0.058 Fe
4343.48 0.055 12CH
4343.69 0.065 12CH
4343.70 0.037 Fe
4343.96 0.060 12CH
4344.28 0.129 Ti
4344.50 0.015 Fe
4344.50 0.100 Cr
4344.89 0.014 Fe
4345.89 0.023 12CH
4346.30 0.048 12CH
4346.55 0.032 Fe
4346.66 0.026 12CH
4346.86 0.012 12CH
4347.23 0.057 Fe
4347.54 0.062 12CH
4347.83 0.017 Fe
4347.96 0.125 12CH
4348.34 0.074 12CH
4348.94 0.029 Fe
4350.25 0.027 12CH
4350.58 0.035 12CH
4350.75 0.027 12CH
4350.84 0.027 Ti
4351.05 0.030 12CH
4351.05 0.039 Cr
4351.54 0.063 Fe
4351.71 0.073 12CH
4351.77 0.058 Fe
4351.77 0.021 Cr
4351.91 0.158 Mg
4352.07 0.083 12CH
4352.25 0.075 12CH
4352.55 0.085 12CH
4352.73 0.105 Fe
4352.86 0.029 V
4352.94 0.019 12CH
4353.15 0.030 12CH
4353.47 0.021 12CH
4353.85 0.011 12CH
4353.96 0.013 12CH
4354.24 0.022 12CH
4354.48 0.030 12CH
4354.60 0.080 Sc
4354.73 0.039 12CH
4355.08 0.042 Ca
4355.11 0.041 12CH
4355.36 0.040 12CH
4355.69 0.080 12CH
4356.00 0.088 12CH
4356.36 0.090 12CH
4356.60 0.086 12CH
4356.91 0.014 12CH
4357.29 0.014 12CH
4357.49 0.022 12CH
4357.88 0.020 12CH
4358.17 0.021 12CH
4358.50 0.073 Fe
4358.58 0.036 12CH
4358.72 0.058 Y
4358.82 0.055 12CH
4359.49 0.118 12CH
4359.58 0.015 Ni
4359.63 0.054 Cr
4359.72 0.023 Zr
4359.73 0.089 12CH
4360.29 0.092 12CH
4360.47 0.093 12CH
4360.79 0.018 Fe
4361.28 0.021 12CH
4362.18 0.027 12CH
4362.54 0.042 12CH
4362.74 0.045 12CH
4363.08 0.086 12CH
4363.29 0.105 12CH
4363.58 0.036 12CH
4364.07 0.091 12CH
4364.17 0.102 12CH
4365.53 0.029 12CH
4365.90 0.023 Fe
4366.50 0.110 12CH
4366.65 0.114 12CH
4366.89 0.013 12CH
4367.17 0.012 12CH
4367.25 0.011 13CH
4367.58 0.084 Fe
4367.64 0.134 12CH
4367.65 0.035 Ti
4367.90 0.126 Fe
4368.14 0.023 12CH
4369.72 0.085 12CH
4369.77 0.127 Fe
4369.84 0.090 12CH
4370.16 0.033 12CH
4370.27 0.035 12CH
4370.62 0.011 13CH
4370.95 0.017 Zr
4371.03 0.143 12CH
4371.27 0.054 Cr
4371.42 0.060 12CH
4371.81 0.014 12CH
4372.32 0.027 12CH
4372.79 0.112 12CH
4372.99 0.010 Fe
4373.56 0.050 Fe
4373.79 0.011 13CH
4373.84 0.048 12CH
4374.21 0.144 12CH
4374.46 0.125 Sc
4374.55 0.018 12CH
4374.82 0.035 Ti
4374.93 0.124 Y
4375.20 0.060 12CH
4375.62 0.117 12CH
4375.95 0.086 Fe
4376.22 0.016 12CH
4376.48 0.022 12CH
4376.77 0.020 Fe
4376.80 0.014 13CH
4377.23 0.157 12CH
4377.79 0.010 Fe
4378.25 0.118 12CH
4378.90 0.056 12CH
4379.23 0.179 V
4379.74 0.025 Zr
4380.05 0.126 12CH
4380.27 0.012 13CH
4380.73 0.144 12CH
4381.92 0.021 12CH
4382.52 0.052 12CH
4382.71 0.110 12CH
4382.78 0.036 Fe
4382.99 0.115 12CH
4383.43 0.165 Fe
4383.66 0.166 Fe
4384.12 0.049 12CH
4384.31 0.044 Fe
4384.53 0.011 Ni
4384.66 0.022 Fe
4384.68 0.012 13CH
4384.71 0.136 V
4384.81 0.081 Sc
4384.98 0.040 Cr
4385.13 0.143 12CH
4385.38 0.123 Fe
4385.48 0.013 12CH
4385.58 0.014 12CH
4385.80 0.014 12CH
4386.05 0.045 12CH
4386.68 0.024 12CH
4386.85 0.032 Ti
4387.06 0.087 12CH
4387.47 0.082 12CH
4387.89 0.076 Fe
4388.41 0.098 Fe
4388.86 0.075 12CH
4389.24 0.142 Fe
4389.63 0.062 12CH
4389.98 0.110 V
4390.16 0.015 12CH
4390.44 0.014 Fe
4390.55 0.081 12CH
4390.95 0.083 Fe
4391.03 0.090 Ti
4391.51 0.039 12CH
4391.66 0.054 12CH
4392.06 0.053 12CH
4392.96 0.031 12CH
4393.52 0.071 12CH
4393.75 0.050 12CH
4394.06 0.126 Ti
4394.82 0.051 12CH
4395.03 0.090 Ti
4395.22 0.073 V
4395.29 0.034 12CH
4395.47 0.029 12CH
4395.84 0.132 Ti
4396.10 0.028 12CH
4396.31 0.044 12CH
4396.95 0.055 12CH
4397.13 0.026 12CH
4397.32 0.021 12CH
4398.01 0.090 Y
4398.11 0.013 12CH
4398.29 0.052 Ti
4398.49 0.037 12CH
4398.67 0.026 12CH
4399.51 0.018 12CH
4399.76 0.030 12CH
4399.76 0.133 Ti
4399.97 0.019 12CH
4400.16 0.037 12CH
4400.39 0.138 Sc
4400.57 0.039 V
4400.98 0.013 12CH
4401.17 0.023 12CH
4401.29 0.064 Fe
4401.42 0.014 12CH
4401.44 0.042 Fe
4401.54 0.124 Ni
4401.66 0.014 12CH
4402.84 0.013 12CH
4403.09 0.028 12CH
4403.36 0.025 12CH
4404.27 0.032 12CH
4404.66 0.114 Fe
4404.84 0.115 Fe
4405.01 0.103 Fe
4405.75 0.018 12CH
4406.11 0.022 12CH
4406.64 0.043 V
4406.64 0.032 12CH
4407.33 0.017 12CH
4407.63 0.055 V
4407.67 0.025 Ti
4407.71 0.130 Fe
4408.20 0.073 V
4408.41 0.138 Fe
4408.51 0.090 V
4409.11 0.023 12CH
4409.12 0.010 Fe
4409.24 0.039 Ti
4409.52 0.063 Ti
4410.03 0.028 12CH
4411.07 0.018 Ti
4411.21 0.019 12CH
4411.93 0.054 Ti
4412.43 0.025 Fe
4413.58 0.020 12CH
4413.59 0.013 Fe
4414.10 0.015 12CH
4414.23 0.011 Fe
4414.88 0.014 Mn
4415.09 0.082 Fe
4415.15 0.081 Fe
4415.56 0.149 Sc
4416.37 0.014 12CH
4416.47 0.015 V
4416.82 0.124 Fe
4417.27 0.012 Ti
4417.34 0.016 12CH
4417.71 0.129 Ti
4418.33 0.126 Ti
4419.24 0.014 12CH
4420.67 0.022 Sc
4421.33 0.014 12CH
4421.57 0.016 V
4421.67 0.013 12CH
4421.94 0.050 Ti
4422.31 0.015 12CH
4422.56 0.108 Fe
4422.60 0.019 Y
4422.82 0.012 Ti
4423.14 0.015 Fe
4423.23 0.022 Ti
4423.84 0.016 Fe
4424.18 0.011 Fe
4424.58 0.012 12CH
4425.44 0.144 Ca
4425.54 0.010 12CH
4426.00 0.011 V
4427.10 0.061 Ti
4427.28 0.017 12CH
4427.31 0.079 Fe
4427.88 0.016 Ti
4430.14 0.014 12CH
4430.19 0.056 Fe
4430.61 0.135 Fe
4431.35 0.043 Sc
4432.10 0.021 Ti
4432.57 0.023 Fe
4433.22 0.087 Fe
4433.78 0.038 Fe
4434.00 0.017 Ti
4434.96 0.130 Ca
4435.05 0.010 12CH
4435.15 0.139 Fe
4435.33 0.012 12CH
4435.68 0.142 Ca
4436.13 0.012 V
4436.35 0.013 Mn
4436.92 0.026 Fe
4436.97 0.013 Ni
4437.83 0.019 V
4438.34 0.016 Fe
4439.17 0.012 12CH
4439.88 0.030 Fe
4440.45 0.011 Zr
4441.68 0.021 V
4441.73 0.091 Ti
4442.24 0.016 12CH
4442.34 0.106 Fe
4442.83 0.057 Fe
4443.01 0.020 Zr
4443.19 0.135 Fe
4443.80 0.096 Ti
4444.21 0.018 V
4444.55 0.089 Ti
4445.47 0.053 Fe
4446.85 0.034 Fe
4447.13 0.061 Fe
4447.72 0.117 Fe
4449.14 0.040 Ti
4450.32 0.030 Fe
4450.48 0.143 Ti
4450.89 0.030 Ti
4451.58 0.046 Mn
4453.31 0.046 Ti
4453.70 0.019 Ti
4454.38 0.129 Fe
4454.78 0.109 Ca
4455.03 0.028 Fe
4455.32 0.053 Ti
4455.89 0.141 Ca
4456.32 0.024 Fe
4456.62 0.026 Ca
4457.43 0.066 Ti
4457.54 0.013 Mn
4458.08 0.028 Fe
4458.25 0.018 Mn
4459.03 0.083 Ni
4459.12 0.106 Fe
4459.35 0.024 Fe
4459.75 0.029 V
4460.29 0.050 V
4461.20 0.047 Fe
4461.25 0.015 Zr
4461.41 0.016 Fe
4461.65 0.084 Fe
4461.98 0.060 Fe
4462.02 0.027 Mn
4462.46 0.031 Ni
4464.45 0.133 Ti
4464.67 0.019 Mn
4464.76 0.038 Fe
4465.81 0.018 Ti
4466.56 0.116 Fe
4466.94 0.015 Fe
4468.49 0.094 Ti
4469.15 0.054 Ti
4469.38 0.113 Fe
4469.55 0.011 Co
4470.48 0.058 Ni
4470.85 0.122 Ti
4471.24 0.016 Ti
4471.68 0.017 Fe
4472.71 0.012 Fe
4476.05 0.186 Fe
4480.14 0.039 Fe
4481.26 0.031 Ti
4481.61 0.020 Fe
4482.23 0.151 Fe
4482.74 0.024 Fe
4484.22 0.103 Fe
4485.68 0.054 Fe
4488.13 0.016 Fe
4488.32 0.023 Ti
4488.91 0.133 Fe
4489.09 0.016 Ti
4489.17 0.073 Fe
4489.74 0.114 Fe
4490.08 0.081 Fe
4490.77 0.029 Fe
4491.40 0.101 Fe
4493.52 0.056 Ti
4494.56 0.102 Fe
4495.95 0.013 Fe
4496.16 0.019 Ti
4496.85 0.077 Cr
4496.98 0.051 Zr
4498.89 0.011 Mn
4500.35 0.026 Ti
4501.27 0.100 Ti
4502.21 0.011 Mn
4504.83 0.012 Fe
4506.74 0.012 Ti
4508.28 0.130 Fe
4512.73 0.080 Ti
4514.18 0.039 Fe
4515.33 0.121 Fe
4517.53 0.043 Fe
4518.02 0.102 Ti
4518.33 0.081 Ti
4519.98 0.025 Ni
4520.22 0.055 Fe
4522.63 0.131 Fe
4522.80 0.103 Ti
4524.68 0.139 Ti
4525.14 0.132 Fe
4525.24 0.013 Ti
4526.40 0.024 Fe
4526.45 0.012 Cr
4526.56 0.022 Fe
4526.93 0.046 Ca
4527.30 0.081 Ti
4528.48 0.011 V
4528.62 0.092 Fe
4529.48 0.106 Ti
4529.57 0.024 Fe
4530.73 0.010 Cr
4530.95 0.033 Co
4531.15 0.106 Fe
4531.63 0.023 Fe
4533.24 0.133 Ti
4533.96 0.097 Ti
4534.16 0.043 Fe
4534.78 0.141 Ti
4535.57 0.139 Ti
4535.94 0.143 Ti
4541.52 0.085 Fe
4544.02 0.066 Ti
4544.69 0.080 Ti
4545.13 0.058 Ti
4545.95 0.052 Cr
4546.93 0.012 Ni
4547.02 0.050 Fe
4547.85 0.067 Fe
4548.76 0.098 Ti
4549.47 0.124 Fe
4549.62 0.090 Ti
4549.81 0.098 Ti
4552.45 0.116 Ti
4554.03 0.122 Ba
4555.48 0.078 Ti
4555.89 0.130 Fe
4556.12 0.093 Fe
4558.64 0.028 Cr
4560.09 0.010 Fe
4563.76 0.107 Ti
4565.50 0.011 Cr
